交易时间,公众账号ID,商户号,特约商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,总金额,企业红包金额,微信退款单号,商户退款单号,退款金额,企业红包退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率
`2015-10-26 12:04:48,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009440271201510261338013166,`151026043766161419435,`ocBwEsx5ItyrSjcl2q1hKuxYbloY,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-26 21:05:22,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009960271201510261344984829,`151026487166161419790,`ocBwEsxNlz7-sj772gfSie3mO4Ic,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-29 09:11:39,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1005400271201510291372310580,`151029396566161412596,`ocBwEs5GwnlY68sgki1Bi8OF8X4I,`NATIVE,`SUCCESS,`GDB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-29 10:24:23,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006600271201510291373028976,`151029811866824516916,`ocBwEs5VSInkn5-SlGWsJqgWKX8U,`NATIVE,`SUCCESS,`CCB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-29 13:37:42,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009200271201510291376160416,`151029541466771112371,`ocBwEs9T-FfFIXX9HxiFp-OoidyE,`NATIVE,`SUCCESS,`PAB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-29 13:52:11,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009860271201510291376333206,`151029032766335817994,`ocBwEs5Q_ZuHdAJ0j799_KJQsqwI,`NATIVE,`SUCCESS,`CMB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-27 09:54:57,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1002650271201510261344681277,`151026914366689511561,`ocBwEs0Sz9UlNiqXn8Zu3cvqVjrI,`NATIVE,`SUCCESS,`BOC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-27 22:55:27,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1004340271201510271358097447,`151027688266161418682,`ocBwEs_Y9EwBjvyC5G9EgjyRDmBM,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-27 09:19:39,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1005100271201510271347895780,`151027694366161418517,`ocBwEs0EX6HNue2uaxUc7S3pM8hc,`NATIVE,`SUCCESS,`CIB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-27 11:32:19,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1007230271201510271349466093,`15102784391036312994,`ocBwEszP6bDJjdPqhLdH5YhqMqb0,`NATIVE,`SUCCESS,`CMBC_DEBIT,`CNY,`698.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`4.19000,`0.60%
`2015-10-27 17:33:35,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009550271201510271354138821,`151027425344250618035,`ocBwEs1cKYkFQ48sPbB4HPZFs_g8,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`698.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`4.19000,`0.60%
`2015-10-27 02:25:07,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009620271201510271346905604,`151027457866161424537,`ocBwEs0O_UXpR2QKPMwAZ4sSVPok,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`2211.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`13.27000,`0.60%
`2015-11-13 10:52:09,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1003090271201511131580546872,`151113276276250623807,`ocBwEszvdl89XGSZVQwjt3nnTxbs,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`2211.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`13.27000,`0.60%
`2015-11-13 03:33:15,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006070271201511121569425766,`151112192166785112089,`ocBwEs7rWLtBOZBLqJVWht0qWW5M,`JSAPI,`SUCCESS,`CFT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-13 12:16:28,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006470271201511131582130843,`151113119166367515780,`ocBwEszLK5oC1_CAWngJswk-UTLQ,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-13 09:48:44,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008840271201511131579680339,`151113450666161417479,`ocBwEs3NGqhEGwMwLUkyqmzK7mv4,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-13 10:09:18,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009200271201511131579935068,`15111382241036313661,`ocBwEs0r53pyhfr6CivrYS2DyPgY,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`698.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`4.19000,`0.60%
`2015-11-13 10:55:04,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009550271201511131580576919,`151113425376250613802,`ocBwEs1cKYkFQ48sPbB4HPZFs_g8,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-05 17:54:21,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1000170271201511051467253225,`15110567041879114439,`ocBwEszMVDbajg7NsOCNTzNt1SXs,`NATIVE,`SUCCESS,`CMB_CREDIT,`CNY,`698.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`4.19000,`0.60%
`2015-11-05 14:26:48,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1000380271201511051464586464,`151105829566161414253,`ocBwEswUofEjsniIt3Mc77lT1b7I,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-05 15:15:11,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1002570271201511051465108963,`151105210366161419278,`ocBwEs5SaLcqrzusUCDwCZAz4Ew8,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-05 16:37:01,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1002880271201511051466113257,`151105609266161411002,`ocBwEs035odUkX8i_h6EBq49mcQo,`NATIVE,`SUCCESS,`ICBC_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-05 23:25:21,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1005570271201511051471707953,`151105522366161411218,`ocBwEsxp3EuR7ATlpJUcTVv7InMk,`NATIVE,`SUCCESS,`CMBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-05 11:25:42,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008870271201511051461810527,`151105055766824516233,`ocBwEs2r08rwXCYDR88R03w3RzMQ,`NATIVE,`SUCCESS,`CFT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-06 15:24:19,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1002570271201511061479207677,`151106210366621013907,`ocBwEs5SaLcqrzusUCDwCZAz4Ew8,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-06 08:01:59,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1003580271201511061473041664,`151106844566771119085,`ocBwEs2vHQ1WhjS-o3OEJ_6bEN-0,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-06 21:07:29,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008320271201511061484453912,`151106245266161417506,`ocBwEs0024qxLuLhXCb5drg3-H3E,`NATIVE,`SUCCESS,`CEB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-06 09:18:24,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008540271201511061473654456,`151106745266011515484,`ocBwEs74Sd78NkDY_66ZZSw8li8Y,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-16 09:26:38,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1001040271201511161622283791,`151116780966824515326,`ocBwEszy1PcPTeQwF0hqjPNMalNY,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-16 09:07:06,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1003450271201511161621980622,`151116641366161416717,`ocBwEs4567gNrrLa_O6vUmc5sD6g,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-16 11:11:33,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006600271201511161623542853,`151116811866824519080,`ocBwEs5VSInkn5-SlGWsJqgWKX8U,`NATIVE,`SUCCESS,`CCB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-16 09:29:08,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006790271201511161622334724,`151116668166824515970,`ocBwEs7bctGWxwKPyWndwx1Xt1zM,`JSAPI,`SUCCESS,`BOC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-16 00:59:21,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008000271201511161620987942,`15111605051036323304,`ocBwEsz4DUHKn_qIhfmFdaURzVis,`JSAPI,`SUCCESS,`CITIC_CREDIT,`CNY,`1198.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.19000,`0.60%
`2015-11-16 10:36:28,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008840271201511161623059023,`151116450666504318131,`ocBwEs3NGqhEGwMwLUkyqmzK7mv4,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-18 16:47:11,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1001320271201511181655996717,`15111827541879112805,`ocBwEs8dDKlhQ7pMOaR1TOUDQbTw,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`698.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`4.19000,`0.60%
`2015-11-18 13:34:04,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1001680271201511181653463176,`151118091366824514781,`ocBwEs9jmIyAPKfki9dRnTBOSJco,`JSAPI,`SUCCESS,`CIB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-18 16:51:45,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1001710271201511181656131044,`151118767666161418164,`ocBwEs5232y9ubMc7yitPi2JTLDk,`NATIVE,`SUCCESS,`BOC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-18 12:02:14,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1004830271201511181651827782,`151118506066824517239,`ocBwEs_gre4IwkS_USOjmK-QLtdM,`NATIVE,`SUCCESS,`CFT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-18 10:11:44,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1004970271201511181649774176,`151118098066794011387,`ocBwEs2hsJ9zJ9Lc5W38hGDiY5WI,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-18 09:24:20,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1007560271201511181649270606,`151118343876344017323,`ocBwEs60kxE-EXnkszSaIlqXZmws,`NATIVE,`SUCCESS,`CMB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-08 15:25:53,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1000590271201511081507911923,`151108910166030514334,`ocBwEsxh22Y-LQcAswSunoBRM4R0,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-08 11:11:40,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1005010271201511081503842891,`151108821566161414159,`ocBwEswOvPxgT6xwA633yipZQQOw,`NATIVE,`SUCCESS,`HSB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-03 08:35:30,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009550271201511031434356564,`151103425368757218707,`ocBwEs1cKYkFQ48sPbB4HPZFs_g8,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`698.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`4.19000,`0.60%
`2015-11-10 00:27:38,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1001180271201511101528721762,`151110419466161413927,`ocBwEs3ymvcH-gPtDGWPxx9sHxOA,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-10 10:34:26,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1004340271201511101531141566,`151110748866776418124,`ocBwEs3h4BH6w7yteOg6moXprB68,`NATIVE,`SUCCESS,`CMB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-10 23:17:22,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1005570271201511101542791592,`151110302666434015462,`ocBwEs6B4NLHgk-ijTEB61SDfjHI,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-10 09:20:09,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006240271201511101530297052,`151110270766161413507,`ocBwEsyvDg_osPPD8Y2TSOHMlmgg,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-10 18:43:45,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006240271201511101538712399,`15111090041036319715,`ocBwEs-B0ZSaMC1lzv7oiCpzxNSQ,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`698.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`4.19000,`0.60%
`2015-11-10 15:11:11,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1006610271201511101535546956,`151110857466161418228,`ocBwEsxm4fS7gTsDy18rZhBWJnvM,`NATIVE,`SUCCESS,`PAB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-10 09:19:42,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008090271201511101530275543,`151110688466161412366,`ocBwEs6wHK_9oduyIn5ZIIY6suqI,`NATIVE,`SUCCESS,`CCB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-10 09:01:14,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008630271201511101530100963,`151110572166161412416,`ocBwEsw8PAaT3lkBAEPfn7jMdAa0,`NATIVE,`SUCCESS,`COMM_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-10 09:36:21,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008900271201511101530457075,`151110781666842417656,`ocBwEs0MM-Oy8D5ZPbObiyJmglYo,`NATIVE,`SUCCESS,`GDB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-10 09:17:21,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009260271201511101530250161,`151110131566530112197,`ocBwEs9rqnQ-_AwBBn_Tm9bRRHRY,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-10 10:13:48,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1009720271201511101530906047,`151110411066621016023,`ocBwEs31kRHvZY-z48Rsf6QmQojM,`NATIVE,`SUCCESS,`CMB_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-14 13:20:42,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1007230271201511141597807924,`15111464811270518010,`ocBwEsxufV4hSybSwUwW4gsyU8tU,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`698.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`4.19000,`0.60%
`2015-10-28 14:21:37,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1003810271201510281364098215,`151028931866161418848,`ocBwEs48R1D34zRum2X58gJzC4bo,`NATIVE,`SUCCESS,`CITIC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-28 15:42:09,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1004080271201510281365020035,`151028105366161419651,`ocBwEs28QfDvTj-DWNssbpc45A2E,`NATIVE,`SUCCESS,`CMB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-28 10:01:59,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008270271201510281360339617,`151028005166161412412,`ocBwEs0D-DcK-G2H5qU1JX-vVP9A,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-10-28 23:22:35,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008310271201510281370592087,`151028706566161412392,`ocBwEszkQeUHsm-CyjEh_OsCZFHo,`NATIVE,`SUCCESS,`CFT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-02 22:47:06,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1000280271201511021432817896,`151102041266161415978,`ocBwEs5-0r5ft1wHoDvsD3SmJ5BE,`JSAPI,`SUCCESS,`CMB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-02 14:20:52,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1001690271201511021426740730,`151102665566161416319,`ocBwEs-H6hwTgZ2XN9HqubY4HNSY,`JSAPI,`SUCCESS,`ICBC_CREDIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-02 08:43:54,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1003200271201511021422507566,`151102594166161418787,`ocBwEs2fIFyWebOf1qeqklcmykvk,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-02 16:43:57,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008000271201511021428262197,`151102823166771113926,`ocBwEs6xtFQTPg4X9U2OVPGSwtUE,`NATIVE,`SUCCESS,`COMM_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-02 11:42:30,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1008040271201511021424505860,`151102744166161411486,`ocBwEs8Na-j6QijC9W3bxLx-c0SI,`NATIVE,`SUCCESS,`ICBC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-04 17:50:55,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1003360271201511041454017621,`151104435366161423421,`ocBwEs3laj2P-3Ox9u7ZC-WwALPI,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`2211.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`13.27000,`0.60%
`2015-11-04 14:23:13,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1004810271201511041451452638,`151104990366094315255,`ocBwEsxADQsXlyY8WJCxr7g1EfVw,`NATIVE,`SUCCESS,`CCB_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
`2015-11-04 05:13:00,`wxc4337c2ebe08ff82,`1245708002,`0,`,`1004830271201511041446274642,`151104249266824518851,`ocBwEs50ircONh2B6B32a5nTipjw,`NATIVE,`SUCCESS,`ABC_DEBIT,`CNY,`1288.00,`0.00,`0,`0,`0,`0,`,`,`订阅选手交易信息,`,`7.73000,`0.60%
